,ale_score,abe_score,u_score,seq_score,u_average,a_average,g_average,c_average,BSP,BSlen,sRNA_MFE,mRNA_MFE,FA,After_BSP_sRNA_Ale,After_BSP_sRNA_Abe,Before_BSP_sRNA_Ale,Before_BSP_sRNA_Abe,After_BSP_sRNA_len,Before_BSP_sRNA_len,HE,is_upreg
139,-0.1789252124,-0.2783037975,1.843333333,0.06650632911,0.3797468354,0.1392405063,0.2151898734,0.2658227848,14,6,0.0,0.0,35.97945638,-0.17606654700916957,-0.29021317829457366,1.0,1.0,72.0,0.0,-11.15,0
140,-0.1789252124,-0.2783037975,1.843333333,0.06650632911,0.3797468354,0.1392405063,0.2151898734,0.2658227848,136,20,0.0,0.0,250.4492816,-0.1447074662176999,-0.3791068580542265,1.0,1.0,57.0,0.0,-18.8,0
141,-0.1789252124,-0.2783037975,1.843333333,0.06650632911,0.3797468354,0.1392405063,0.2151898734,0.2658227848,136,20,0.0,0.0,250.4492816,-0.1447074662176999,-0.3791068580542265,1.0,1.0,57.0,0.0,-18.8,0
142,-0.1789252124,-0.2783037975,1.843333333,0.06650632911,0.3797468354,0.1392405063,0.2151898734,0.2658227848,136,20,0.0,0.0,250.4492816,-0.1447074662176999,-0.3791068580542265,1.0,1.0,57.0,0.0,-18.8,0
143,-0.1789252124,-0.2783037975,1.843333333,0.06650632911,0.3797468354,0.1392405063,0.2151898734,0.2658227848,-43,8,0.0,0.0,53.24097023,-0.17270930700528597,-0.3004511278195488,1.0,1.0,70.0,0.0,-15.82,0
144,-0.1789252124,-0.2783037975,1.843333333,0.06650632911,0.3797468354,0.1392405063,0.2151898734,0.2658227848,-43,8,0.0,0.0,53.24097023,-0.17270930700528597,-0.3004511278195488,1.0,1.0,70.0,0.0,-15.82,0
145,-0.1789252124,-0.2783037975,1.843333333,0.06650632911,0.3797468354,0.1392405063,0.2151898734,0.2658227848,6,14,0.0,0.0,132.9678661,-0.15195021460192348,-0.3445326278659612,1.0,1.0,63.0,0.0,-13.58,0
146,-0.1789252124,-0.2783037975,1.843333333,0.06650632911,0.3797468354,0.1392405063,0.2151898734,0.2658227848,-24,18,0.0,0.0,208.9385372,-0.1405259502548367,-0.36781818181818177,1.0,1.0,55.0,0.0,-19.44,0
147,-0.1789252124,-0.2783037975,1.843333333,0.06650632911,0.3797468354,0.1392405063,0.2151898734,0.2658227848,-24,18,0.0,0.0,208.9385372,-0.1405259502548367,-0.36781818181818177,1.0,1.0,55.0,0.0,-19.44,0
148,-0.3138915085,-0.1695581015,1.895833333,0.01452307692,0.3692307692,0.1384615385,0.2307692308,0.2615384615,-108,10,0.0,0.0,76.30650381,-0.22023357077458044,-0.22307692307692312,0.0,0.0,52.0,2.0,-16.6,1
149,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,715,22,-0.6000000238,-1.299999952,295.1780552,-0.2617076442372119,-0.17160839160839164,-1.0,-0.058823529411764705,55.0,17.0,-25.47,0
150,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,67,14,0.0,-1.399999976,132.8148622,-0.21720803961090734,-0.1911111111111111,-0.3993126440600849,-0.22388888888888886,45.0,36.0,-12.57,0
151,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,774,19,-0.6999999881,0.0,228.6314086,-0.14677999346191564,-0.2522522522522523,-0.3993126440600849,-0.2178378378378378,37.0,37.0,-18.01,0
152,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,814,9,0.0,0.0,65.90560575,-0.21428006771943747,-0.19021739130434784,-0.3993126440600849,-0.20666666666666664,46.0,39.0,-13.56,0
153,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,852,14,-0.8000000119,-1.299999952,132.1099675,-0.2908193844649561,-0.1846270928462709,0.0,0.0,73.0,6.0,-22.44,0
154,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,-34,11,0.0,0.0,90.4508383,-0.17088336783988956,-0.2082926829268293,-0.3993126440600849,-0.19190476190476188,41.0,42.0,-17.36,0
155,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,-34,11,0.0,0.0,90.4508383,-0.17088336783988956,-0.2082926829268293,-0.3993126440600849,-0.19190476190476188,41.0,42.0,-17.36,0
156,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,625,19,-0.6999999881,-0.3000000119,226.2063853,-0.11490683229813664,-0.2890625,-0.3993126440600849,-0.18744186046511624,32.0,43.0,-27.54,1
157,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,439,20,-0.6000000238,-1.200000048,248.8626905,-0.28344909414286007,-0.16704142011834316,0.0,0.0,65.0,12.0,-22.77,0
158,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,-3,8,0.0,0.0,54.90334579,-0.21411326204804465,-0.17877551020408164,-0.3993126440600849,-0.2178378378378378,49.0,37.0,-11.91,0
159,-0.1585954922,-0.3874455446,2.280645161,0.02064356436,0.3069306931,0.2079207921,0.2574257426,0.2277227723,1999,14,-4.599999905,-2.400000095,132.280268,-0.07874015748031496,-0.48846153846153845,-0.20136773325522317,-0.3580542264752791,26.0,57.0,-11.1,0
160,-0.2257559326,-0.2955474453,1.957142857,0.02378832117,0.3576642336,0.2335766423,0.2262773723,0.1824817518,1107,6,0.0,0.0,35.97883715,-0.6577073024441445,0.1388888888888889,-0.3840627059276227,-0.20969642857142862,18.0,112.0,-5.73,0
161,-0.2257559326,-0.2955474453,1.957142857,0.02378832117,0.3576642336,0.2335766423,0.2262773723,0.1824817518,-135,6,0.0,0.0,35.80747821,-0.04830917874396135,-0.575,-0.41372131124838496,-0.20623404255319147,36.0,94.0,-9.8,0
162,-0.1506143315,-0.3097222222,2.6,0.01989423077,0.2692307692,0.2307692308,0.2115384615,0.2884615385,1385,21,-0.8000000119,-2.0,270.5672353,-0.07874015748031496,-0.396875,-0.464084378977996,-0.21481481481481482,64.0,18.0,-27.31,0
163,-0.1506143315,-0.3097222222,2.6,0.01989423077,0.2692307692,0.2307692308,0.2115384615,0.2884615385,-10,4,0.0,0.0,20.96815216,-0.16810652757590863,-0.2558333333333333,-0.36187896222821037,-0.1844387755102041,50.0,49.0,-7.06,0
164,-0.1857786886,-0.3443876652,2.751515152,0.008718061674,0.2907488987,0.2334801762,0.2643171806,0.2114537445,-87,13,0.0,0.0,119.8769542,-0.1481070707768744,-0.32304347826086954,-0.2083921847528739,-0.3584819277108434,46.0,166.0,-12.92,0
165,-0.1857786886,-0.3443876652,2.751515152,0.008718061674,0.2907488987,0.2334801762,0.2643171806,0.2114537445,-27,19,-0.1000000015,-3.0,227.0714702,-0.18820988123986732,-0.255,-0.21208354005061028,-0.3569341317365269,40.0,167.0,-21.99,0
166,-0.1857786886,-0.3443876652,2.751515152,0.008718061674,0.2907488987,0.2334801762,0.2643171806,0.2114537445,-27,19,-0.1000000015,-3.0,227.0714702,-0.18820988123986732,-0.255,-0.21208354005061028,-0.3569341317365269,40.0,167.0,-21.99,0
167,-0.1857786886,-0.3443876652,2.751515152,0.008718061674,0.2907488987,0.2334801762,0.2643171806,0.2114537445,42,23,-0.1000000015,-1.0,320.8178005,-0.18270031058246877,-0.25505226480836235,-0.2024839373584996,-0.34395061728395054,41.0,162.0,-22.44,0
168,-0.1078551079,-0.4818181818,0.3666666667,-0.01245454545,0.2727272727,0.2077922078,0.2857142857,0.2337662338,-25,24,-6.800000191,-4.199999809,344.6606207,-0.10903975735014533,-0.48444444444444446,0.0,0.0,45.0,7.0,-32.28,0
169,-0.1646575497,-0.3102727273,2.346666667,0.02356818182,0.3409090909,0.1590909091,0.25,0.25,7,4,0.0,0.0,21.0,-0.1499700322273937,-0.3448523206751055,0.0,0.0,79.0,4.0,-5.62,0
170,-0.205523197,-0.2804091267,2.852173913,0.01075609756,0.2804878049,0.243902439,0.2682926829,0.2073170732,281,12,0.0,0.0,104.8784115,-0.06329113924050632,-0.4388888888888889,-0.981111848543747,-0.09734848484848485,36.0,33.0,-11.98,0
171,-0.2030498065,-0.2580512821,2.674285714,0.02872649573,0.2991452991,0.2393162393,0.1965811966,0.264957265,-22,6,0.0,0.0,35.99313569,-0.1925466650990312,-0.2687258687258687,-0.28253812809324175,-0.23072851805728523,37.0,73.0,-7.54,0
172,-0.1646575497,-0.3102727273,2.346666667,0.02356818182,0.3409090909,0.1590909091,0.25,0.25,17,11,0.0,0.0,89.08377179,-0.1493676357153682,-0.37002895752895754,0.0,0.0,74.0,1.0,-14.18,0
173,-0.205523197,-0.2804091267,2.852173913,0.01075609756,0.2804878049,0.243902439,0.2682926829,0.2073170732,645,7,0.0,0.0,44.78658944,-0.06329113924050632,-0.4388888888888889,-0.42450395603641405,-0.18596491228070175,36.0,38.0,-11.07,0
174,-0.2030498065,-0.2580512821,2.674285714,0.02872649573,0.2991452991,0.2393162393,0.1965811966,0.264957265,225,16,0.0,0.0,169.2732267,-0.08064516129032258,-0.45925925925925926,-0.28253812809324175,-0.22761056511056516,27.0,74.0,-11.6,0
175,-0.1857786886,-0.3443876652,2.751515152,0.008718061674,0.2907488987,0.2334801762,0.2643171806,0.2114537445,1085,8,0.0,0.0,54.84103351,-0.17847739451198494,-0.35730275229357794,1.0,1.0,218.0,0.0,-11.89,0
176,-0.2628112068,-0.1550549451,1.516666667,0.05665934066,0.5274725275,0.1208791209,0.1868131868,0.1648351648,-2,23,0.0,0.0,324.3406425,-0.15291544644634464,-0.2720930232558139,0.2728758169934641,0.05387931034482758,43.0,29.0,-21.03,0
177,-0.2628112068,-0.1550549451,1.516666667,0.05665934066,0.5274725275,0.1208791209,0.1868131868,0.1648351648,483,22,0.0,0.0,299.2738798,-0.1542226359888283,-0.306140350877193,0.2728758169934641,0.05580357142857143,38.0,28.0,-19.57,0
178,-0.205523197,-0.2804091267,2.852173913,0.01075609756,0.2804878049,0.243902439,0.2682926829,0.2073170732,-78,18,0.0,-1.600000024,206.3409018,-0.20153683330478395,-0.26052631578947366,0.0,0.0,62.0,1.0,-25.92,0
179,-0.205523197,-0.2804091267,2.852173913,0.01075609756,0.2804878049,0.243902439,0.2682926829,0.2073170732,17,11,0.0,0.0,89.08661181,-0.20939095751090492,-0.2893002028397566,0.0,0.0,68.0,1.0,-15.76,0
180,-0.2865717737,-0.1919553073,1.193333333,0.03266480447,0.4189944134,0.2122905028,0.1843575419,0.1843575419,125,17,0.0,-0.400000006,186.6841039,-0.5052069926113771,-0.12091262135922329,-0.7453102296555358,-0.06817241379310345,103.0,58.0,-17.37,0
181,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,312,22,-0.6999999881,-3.599999905,295.5250367,-0.11490683229813664,-0.27205882352941174,-0.3993126440600849,-0.22388888888888886,34.0,36.0,-18.92,0
182,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,-32,18,0.0,-0.6000000238,207.142105,-0.25918715978562545,-0.17299382716049386,-0.41026404909225167,-0.2369047619047619,54.0,21.0,-24.34,0
183,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,-131,24,-0.6999999881,-3.099999905,344.0031567,-0.11490683229813664,-0.2642857142857143,-0.3993126440600849,-0.22388888888888886,35.0,36.0,-20.14,0
184,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,809,20,-1.299999952,-1.200000048,248.0038596,-0.2817143251033391,-0.19125277983691624,0.0,0.0,71.0,2.0,-19.52,0
185,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,752,21,-11.5,-7.599999905,269.2338138,0.0,0.0,-0.48921098735272117,-0.15357575757575756,7.0,66.0,-13.89,0
186,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,-15,20,-0.6999999881,0.0,250.7263641,-0.11490683229813664,-0.2642857142857143,-0.3993126440600849,-0.2178378378378378,35.0,37.0,-14.91,0
187,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,706,7,0.0,0.0,44.93151933,-0.21411326204804465,-0.1752,-0.3993126440600849,-0.2178378378378378,50.0,37.0,-8.73,0
188,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,1251,8,0.0,0.0,54.79456325,-0.11490683229813664,-0.27205882352941174,-0.5147816004473755,-0.1489423076923077,34.0,52.0,-14.06,0
189,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,3,18,-0.6999999881,-0.6999999881,208.0904543,-0.14677999346191564,-0.2522522522522523,-0.3993126440600849,-0.19190476190476188,37.0,42.0,-16.68,0
190,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,-148,8,0.0,0.0,54.22165395,-0.21411326204804465,-0.1825,-0.3993126440600849,-0.2178378378378378,48.0,37.0,-9.54,0
191,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,487,24,-5.699999809,-3.5,346.0906641,-0.2830953198853741,-0.19308270676691727,1.0,1.0,70.0,0.0,-14.11,0
192,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,446,18,-1.299999952,-1.299999952,206.1046488,-0.29810254535407354,-0.19756578947368417,1.0,1.0,76.0,0.0,-20.18,0
193,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,779,21,-5.699999809,-5.0,270.5738161,-0.2908193844649561,-0.1846270928462709,1.0,1.0,73.0,0.0,-23.96,0
194,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,123,23,-5.699999809,-6.0,319.1943984,-0.2817143251033391,-0.19125277983691624,1.0,1.0,71.0,0.0,-20.99,0
195,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,-5,15,-0.6999999881,-2.200000048,149.0554932,-0.1432712215320911,-0.25,-0.3993126440600849,-0.22388888888888886,38.0,36.0,-13.62,0
196,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,98,4,0.0,0.0,20.9989101,0.0,0.0,-0.505000474899884,-0.14311999999999997,15.0,75.0,-6.93,0
197,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,436,12,-0.5,-0.6000000238,102.4668788,-0.21411326204804465,-0.1752,-0.7850416540115767,-0.1304985337243402,50.0,31.0,-15.82,0
198,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,353,7,0.0,0.0,44.98655104,-0.2830953198853741,-0.19308270676691727,-1.0,-0.058823529411764705,70.0,17.0,-14.19,0
199,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,-69,21,-4.0,-2.5,272.442615,-0.3121690425287429,-0.2053333333333334,1.0,1.0,75.0,0.0,-15.2,0
200,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,158,9,0.0,0.0,65.34496153,-0.11490683229813664,-0.2803030303030303,-0.5147816004473755,-0.1489423076923077,33.0,52.0,-14.01,0
201,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,85,8,0.0,0.0,54.71794103,-0.11490683229813664,-0.2642857142857143,-0.49680389277688375,-0.1529,35.0,50.0,-11.0,0
202,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,-4,15,-0.6999999881,0.0,151.0265899,-0.17210276149651532,-0.21794871794871795,-0.3993126440600849,-0.2178378378378378,39.0,37.0,-15.2,0
203,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,255,5,0.0,0.0,27.9976242,-0.25918715978562545,-0.17299382716049386,-0.5017558790145119,-0.18163265306122453,54.0,35.0,-6.78,0
204,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,1134,13,0.0,-2.0,116.7126497,-0.3028576093197475,-0.1895892534228881,1.0,1.0,79.0,0.0,-19.1,0
205,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,-21,6,0.0,0.0,35.96146441,-0.21428006771943747,-0.19021739130434784,-0.3993126440600849,-0.19190476190476188,46.0,42.0,-10.1,0
206,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,326,6,0.0,0.0,35.96146441,-0.21428006771943747,-0.19021739130434784,-0.3993126440600849,-0.19190476190476188,46.0,42.0,-10.1,0
207,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,-26,9,0.0,0.0,65.9688245,-0.21411326204804465,-0.18638297872340426,-0.3993126440600849,-0.2121052631578947,47.0,38.0,-10.99,0
208,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,17,16,-0.6999999881,-2.0,165.4086409,-0.11490683229813664,-0.2803030303030303,-0.3993126440600849,-0.18744186046511624,33.0,43.0,-15.24,0
209,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,-132,8,0.0,0.0,54.94171447,-0.21411326204804465,-0.17877551020408164,-0.3993126440600849,-0.22388888888888886,49.0,36.0,-10.18,0
210,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,-84,8,0.0,0.0,54.96047996,-0.1432712215320911,-0.25,-0.48750233121509107,-0.1593201754385965,38.0,48.0,-10.96,0
211,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,403,8,0.0,0.0,54.96047996,-0.1432712215320911,-0.25,-0.48750233121509107,-0.1593201754385965,38.0,48.0,-10.96,0
212,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,547,13,0.0,0.0,117.2761347,-0.30626021118104013,-0.1882469135802469,1.0,1.0,81.0,0.0,-14.22,0
213,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,1013,4,0.0,0.0,20.99949112,0.0,0.0,-0.505000474899884,-0.14311999999999997,15.0,75.0,-6.93,0
214,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,778,7,0.0,0.0,44.25243285,-0.28344909414286007,-0.16704142011834316,-0.7726181004643532,-0.17196969696969697,65.0,22.0,-10.73,0
215,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,57,15,-0.6999999881,-1.700000048,150.0869992,-0.1432712215320911,-0.25,-0.3993126440600849,-0.19190476190476188,38.0,42.0,-14.2,0
216,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,249,11,-0.6999999881,0.0,90.566249,-0.14677999346191564,-0.2522522522522523,-0.3993126440600849,-0.19190476190476188,37.0,42.0,-12.5,0
217,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,-27,11,0.0,-0.6999999881,87.61154946,-0.21428006771943747,-0.19021739130434784,-0.3993126440600849,-0.22388888888888886,46.0,36.0,-13.18,0
218,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,296,8,0.0,0.0,53.96825605,-0.3028576093197475,-0.1895892534228881,0.0,0.0,79.0,7.0,-11.3,0
219,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,145,3,0.0,0.0,14.99991334,0.0,0.0,-0.4940197256621388,-0.1419736842105263,15.0,76.0,-4.65,0
220,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,-28,6,0.0,0.0,35.87613824,-0.14677999346191564,-0.2522522522522523,-0.5147816004473755,-0.1518627450980392,37.0,51.0,-10.0,0
221,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,224,23,-0.6999999881,-3.200000048,318.2751225,-0.11490683229813664,-0.27205882352941174,-0.3993126440600849,-0.22388888888888886,34.0,36.0,-22.51,0
222,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,1044,19,-0.6999999881,-2.400000095,226.8413626,-0.11490683229813664,-0.27205882352941174,-0.3993126440600849,-0.20666666666666664,34.0,39.0,-13.33,1
223,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,1467,19,-0.6999999881,0.0,228.2443147,-0.11490683229813664,-0.27205882352941174,-0.3993126440600849,-0.18744186046511624,34.0,43.0,-18.47,1
224,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,645,23,-5.699999809,-3.299999952,318.2725692,-0.2817143251033391,-0.19125277983691624,1.0,1.0,71.0,0.0,-13.67,1
225,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,741,11,0.0,-1.299999952,88.64567365,-0.2908193844649561,-0.1846270928462709,0.0,0.0,73.0,11.0,-11.79,1
226,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,610,19,-0.6999999881,-3.400000095,225.0777107,-0.14677999346191564,-0.2522522522522523,-0.5017558790145119,-0.18163265306122453,37.0,35.0,-14.4,1
227,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,495,18,-0.6000000238,0.0,209.2280091,-0.2830953198853741,-0.19308270676691727,0.0,0.0,70.0,7.0,-17.52,1
228,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,244,19,-6.199999809,-5.0,225.4526385,0.0,0.0,-0.48921098735272117,-0.15357575757575756,10.0,66.0,-19.38,1
229,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,-7,12,0.0,0.0,104.3225783,-0.21428006771943747,-0.19021739130434784,-0.3993126440600849,-0.2178378378378378,46.0,37.0,-13.76,1
230,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,-15,18,-0.6999999881,0.0,208.909372,-0.11490683229813664,-0.29838709677419356,-0.3993126440600849,-0.20666666666666664,31.0,39.0,-17.24,1
231,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,751,17,-0.6999999881,-2.799999952,184.1736292,-0.17088336783988956,-0.21350000000000002,-0.3993126440600849,-0.2178378378378378,40.0,37.0,-10.96,1
232,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,414,13,-0.6999999881,0.0,118.5630355,-0.14677999346191564,-0.2522522522522523,-0.3993126440600849,-0.18744186046511624,37.0,43.0,-10.91,1
233,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,625,19,-0.6999999881,-0.3000000119,226.2063853,-0.11490683229813664,-0.2890625,-0.3993126440600849,-0.18744186046511624,32.0,43.0,-27.54,1
234,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,6,4,0.0,0.0,20.99625273,0.0,0.0,-0.505000474899884,-0.14311999999999997,15.0,75.0,-6.93,1
235,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,342,6,0.0,0.0,35.95327435,0.0,0.0,-0.5020004191684101,-0.1448108108108108,14.0,74.0,-10.36,1
236,-0.2722868882,-0.2312577833,1.904347826,0.03473972603,0.3150684932,0.2602739726,0.2054794521,0.2191780822,754,13,0.0,-1.299999952,117.1942063,-0.22125303568030175,-0.3063636363636364,0.0,0.0,55.0,3.0,-17.36,0
237,-0.2376580791,-0.190091954,2.784,0.01765517241,0.2873563218,0.2873563218,0.1494252874,0.275862069,-10,9,0.0,0.0,63.56251504,-0.11994211610174207,-0.3578947368421053,inf,0.04727631578947369,38.0,38.0,-15.24,0
238,-0.2133468625,-0.2465770492,2.269767442,0.01616393443,0.3524590164,0.2049180328,0.2295081967,0.2131147541,-20,6,0.0,0.0,35.98551734,-0.21040170565067637,-0.24227759197324414,1.0,1.0,115.0,0.0,-11.15,0
239,-0.2133468625,-0.2465770492,2.269767442,0.01616393443,0.3524590164,0.2049180328,0.2295081967,0.2131147541,60,14,0.0,0.0,135.9156265,-0.18290607927416855,-0.23278688524590166,-0.2670706254628491,-0.24377777777777784,61.0,45.0,-11.9,0
240,-0.2133468625,-0.2465770492,2.269767442,0.01616393443,0.3524590164,0.2049180328,0.2295081967,0.2131147541,-11,15,0.0,0.0,152.6611702,-0.20287867749007535,-0.20815384615384616,-0.3336040492229464,-0.24129129129129132,65.0,37.0,-15.51,0
241,-0.2133468625,-0.2465770492,2.269767442,0.01616393443,0.3524590164,0.2049180328,0.2295081967,0.2131147541,1213,13,0.0,0.0,118.0657533,-0.07246376811594203,-0.47586206896551725,-0.27313687588744484,-0.17914999999999998,29.0,80.0,-14.2,0
242,-0.2133468625,-0.2465770492,2.269767442,0.01616393443,0.3524590164,0.2049180328,0.2295081967,0.2131147541,-28,24,-0.3000000119,0.0,347.6586335,-0.07246376811594203,-0.43125,-0.31823216917870983,-0.17686153846153843,32.0,65.0,-22.9,0
243,-0.1791774256,-0.2980194175,2.086075949,0.01813592233,0.3834951456,0.1893203883,0.2330097087,0.1941747573,-17,7,0.0,0.0,44.99763008,-0.1944713691536996,-0.26231003039513673,-0.1817938751874057,-0.2914437086092715,47.0,151.0,-13.13,0
244,-0.1791774256,-0.2980194175,2.086075949,0.01813592233,0.3834951456,0.1893203883,0.2330097087,0.1941747573,-92,17,0.0,-1.299999952,187.2228456,-0.18678041476413498,-0.2729666666666667,-0.25402891260301697,-0.29973529411764704,120.0,68.0,-20.6,0
245,-0.3138915085,-0.1695581015,1.895833333,0.01452307692,0.3692307692,0.1384615385,0.2307692308,0.2615384615,28,8,0.0,0.0,54.83039046,0.2959460206846966,0.11727272727272728,inf,0.019457013574660634,22.0,34.0,-17.04,0
